,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,Overtime_Hours,Log_avg_hours,Norm_satisfaction,Norm_evaluation,Poly_0,Poly_1,Poly_2,Poly_3,Poly_4,job_satisfaction,salary_multiplier,years_since_promotion
1600,0.11,0.93,7.0,296.0,4.0,0.0,1.0,0.0,RandD,low,156.0,5.6937321388027,0.021978021978021983,0.890625,0.89,0.48,0.7921,0.42719999999999997,0.2304,0.1023,,4.0
1601,0.68,0.62,5.0,198.0,5.0,1.0,1.0,0.0,RandD,low,98.0,5.293304824724492,0.6483516483516484,0.40625,0.83,0.88,0.6889,0.7303999999999999,0.7744,0.42160000000000003,,5.0
1602,0.43,0.53,2.0,157.0,3.0,0.0,1.0,0.0,RandD,low,117.0,5.062595033026967,0.3736263736263736,0.265625,0.11,0.87,0.0121,0.0957,0.7569,0.22790000000000002,,3.0
1603,0.44,0.51,2.0,145.0,3.0,0.0,1.0,0.0,marketing,low,105.0,4.983606621708336,0.3846153846153846,0.234375,0.85,1.0,0.7224999999999999,0.85,1.0,0.22440000000000002,,3.0
1604,0.87,0.94,5.0,219.0,5.0,0.0,1.0,0.0,marketing,low,119.0,5.393627546352362,0.8571428571428571,0.90625,0.89,0.97,0.7921,0.8633,0.9409,0.8178,,5.0
1605,0.43,0.54,2.0,153.0,3.0,0.0,1.0,0.0,sales,low,113.0,5.0369526024136295,0.3736263736263736,0.28125,0.09,0.92,0.0081,0.0828,0.8464,0.23220000000000002,,3.0
1606,0.89,0.48,3.0,178.0,5.0,0.0,1.0,0.0,accounting,low,118.0,5.187385805840755,0.879120879120879,0.1875,0.43,0.55,0.18489999999999998,0.23650000000000002,0.30250000000000005,0.42719999999999997,,5.0
1607,0.83,0.88,5.0,239.0,5.0,0.0,1.0,0.0,support,low,139.0,5.480638923341991,0.8131868131868131,0.8125,0.42,0.46,0.17639999999999997,0.1932,0.2116,0.7303999999999999,,5.0
1608,0.11,0.87,6.0,278.0,5.0,0.0,1.0,0.0,technical,low,158.0,5.631211781821365,0.021978021978021983,0.796875,0.43,0.54,0.18489999999999998,0.23220000000000002,0.2916,0.0957,,5.0
1609,0.85,1.0,6.0,260.0,3.0,1.0,1.0,0.0,management,low,140.0,5.564520407322694,0.8351648351648351,1.0,0.1,0.93,0.010000000000000002,0.09300000000000001,0.8649000000000001,0.85,,3.0
1610,0.89,0.97,4.0,264.0,5.0,0.0,1.0,0.0,marketing,low,184.0,5.579729825986222,0.879120879120879,0.953125,0.76,0.98,0.5776,0.7448,0.9603999999999999,0.8633,,5.0
1611,0.09,0.92,7.0,301.0,4.0,0.0,1.0,0.0,marketing,low,161.0,5.71042701737487,0.0,0.875,0.88,0.89,0.7744,0.7832,0.7921,0.0828,,4.0
1612,0.43,0.55,4.0,134.0,3.0,0.0,1.0,0.0,marketing,low,54.0,4.90527477843843,0.3736263736263736,0.2968750000000001,0.39,0.48,0.1521,0.1872,0.2304,0.23650000000000002,,3.0
1613,0.42,0.46,2.0,147.0,3.0,0.0,1.0,0.0,sales,low,107.0,4.997212273764115,0.36263736263736257,0.15625,0.45,0.54,0.2025,0.24300000000000002,0.2916,0.1932,,3.0
1614,0.43,0.54,2.0,130.0,3.0,0.0,1.0,0.0,sales,low,90.0,4.875197323201151,0.3736263736263736,0.28125,0.91,0.95,0.8281000000000001,0.8644999999999999,0.9025,0.23220000000000002,,3.0
1615,0.1,0.93,6.0,307.0,4.0,0.0,1.0,0.0,sales,low,187.0,5.730099782973574,0.010989010989011005,0.890625,0.86,0.85,0.7395999999999999,0.731,0.7224999999999999,0.09300000000000001,,4.0
1617,0.76,0.98,4.0,237.0,5.0,0.0,1.0,0.0,sales,low,157.0,5.472270673671475,0.7362637362637362,0.96875,0.89,1.0,0.7921,0.89,1.0,0.7448,,5.0
1618,0.88,0.89,4.0,254.0,5.0,0.0,1.0,0.0,sales,low,174.0,5.541263545158426,0.868131868131868,0.828125,0.11,0.86,0.0121,0.0946,0.7395999999999999,0.7832,,5.0
1619,0.39,0.48,2.0,151.0,3.0,0.0,1.0,0.0,sales,low,111.0,5.0238805208462765,0.32967032967032966,0.1875,0.1,0.87,0.010000000000000002,0.08700000000000001,0.7569,0.1872,,3.0
1620,0.45,0.54,2.0,131.0,3.0,0.0,1.0,0.0,sales,medium,91.0,4.882801922586371,0.3956043956043956,0.28125,0.38,0.57,0.1444,0.2166,0.32489999999999997,0.24300000000000002,,3.0
1621,0.91,0.95,5.0,241.0,5.0,0.0,1.0,0.0,sales,medium,141.0,5.488937726156687,0.901098901098901,0.921875,0.4,0.54,0.16000000000000003,0.21600000000000003,0.2916,0.8644999999999999,,5.0
1622,0.86,0.85,5.0,267.0,5.0,0.0,1.0,0.0,sales,medium,167.0,5.5909869805108565,0.846153846153846,0.765625,0.86,0.97,0.7395999999999999,0.8341999999999999,0.9409,0.731,,5.0
1623,0.39,0.53,2.0,153.0,3.0,0.0,1.0,0.0,sales,medium,113.0,5.0369526024136295,0.32967032967032966,0.265625,0.1,0.86,0.010000000000000002,0.08600000000000001,0.7395999999999999,0.20670000000000002,,3.0
1624,0.89,1.0,4.0,217.0,5.0,0.0,1.0,0.0,sales,medium,137.0,5.384495062789089,0.879120879120879,1.0,0.1,0.85,0.010000000000000002,0.085,0.7224999999999999,0.89,,5.0
1625,0.11,0.86,6.0,254.0,4.0,0.0,1.0,0.0,sales,medium,134.0,5.541263545158426,0.021978021978021983,0.78125,0.42,0.5,0.17639999999999997,0.21,0.25,0.0946,,4.0
1626,0.1,0.87,6.0,265.0,5.0,0.0,1.0,0.0,sales,medium,145.0,5.583496308781699,0.010989010989011005,0.796875,0.36,0.46,0.1296,0.1656,0.2116,0.08700000000000001,,5.0
1627,0.38,0.57,2.0,146.0,3.0,0.0,1.0,0.0,sales,medium,106.0,4.990432586778736,0.31868131868131866,0.3281249999999999,0.39,0.48,0.1521,0.1872,0.2304,0.2166,,3.0
1628,0.4,0.54,2.0,156.0,3.0,0.0,1.0,0.0,sales,medium,116.0,5.056245805348308,0.34065934065934067,0.28125,0.43,0.47,0.18489999999999998,0.20209999999999997,0.22089999999999999,0.21600000000000003,,3.0
1629,0.86,0.97,5.0,269.0,5.0,0.0,1.0,0.0,sales,medium,169.0,5.598421958998375,0.846153846153846,0.953125,0.36,0.49,0.1296,0.1764,0.24009999999999998,0.8341999999999999,,5.0
1630,0.1,0.86,6.0,288.0,4.0,0.0,1.0,0.0,sales,medium,168.0,5.666426688112432,0.010989010989011005,0.78125,0.09,0.91,0.0081,0.0819,0.8281000000000001,0.08600000000000001,,4.0
1631,0.1,0.85,6.0,283.0,4.0,0.0,1.0,0.0,sales,medium,163.0,5.648974238161206,0.010989010989011005,0.765625,0.42,0.55,0.17639999999999997,0.231,0.30250000000000005,0.085,,4.0
1632,0.42,0.5,2.0,128.0,3.0,0.0,1.0,0.0,accounting,high,88.0,4.859812404361672,0.36263736263736257,0.21875,0.42,0.46,0.17639999999999997,0.1932,0.2116,0.21,,3.0
1633,0.36,0.46,2.0,130.0,3.0,0.0,1.0,0.0,accounting,low,90.0,4.875197323201151,0.29670329670329665,0.15625,0.91,0.89,0.8281000000000001,0.8099000000000001,0.7921,0.1656,,3.0
1634,0.39,0.48,2.0,127.0,3.0,0.0,1.0,0.0,accounting,medium,87.0,4.852030263919617,0.32967032967032966,0.1875,0.41,0.56,0.16809999999999997,0.2296,0.31360000000000005,0.1872,,3.0
1635,0.43,0.47,2.0,137.0,3.0,0.0,1.0,0.0,hr,medium,97.0,4.927253685157205,0.3736263736263736,0.171875,0.11,0.78,0.0121,0.0858,0.6084,0.20209999999999997,,3.0
1636,0.36,0.49,2.0,133.0,3.0,0.0,1.0,0.0,hr,medium,93.0,4.897839799950911,0.29670329670329665,0.203125,0.09,0.83,0.0081,0.07469999999999999,0.6889,0.1764,,3.0
1637,0.09,0.91,6.0,275.0,4.0,0.0,1.0,0.0,hr,medium,155.0,5.62040086571715,0.0,0.859375,0.83,1.0,0.6889,0.83,1.0,0.0819,,4.0
1638,0.42,0.55,2.0,146.0,3.0,0.0,1.0,0.0,hr,low,106.0,4.990432586778736,0.36263736263736257,0.2968750000000001,0.11,0.78,0.0121,0.0858,0.6084,0.231,,3.0
1639,0.42,0.46,2.0,135.0,3.0,0.0,1.0,0.0,technical,low,95.0,4.912654885736052,0.36263736263736257,0.15625,0.1,0.93,0.010000000000000002,0.09300000000000001,0.8649000000000001,0.1932,,3.0
1640,0.91,0.89,5.0,217.0,5.0,0.0,1.0,0.0,technical,low,117.0,5.384495062789089,0.901098901098901,0.828125,0.42,0.55,0.17639999999999997,0.231,0.30250000000000005,0.8099000000000001,,5.0
1641,0.41,0.56,2.0,154.0,3.0,0.0,1.0,0.0,technical,low,114.0,5.043425116919247,0.35164835164835156,0.3125000000000001,0.1,0.97,0.010000000000000002,0.097,0.9409,0.2296,,3.0
1642,0.11,0.78,6.0,247.0,4.0,0.0,1.0,0.0,technical,low,127.0,5.5134287461649825,0.021978021978021983,0.65625,0.38,0.51,0.1444,0.1938,0.2601,0.0858,,4.0
1643,0.09,0.83,6.0,295.0,5.0,0.0,1.0,0.0,technical,low,175.0,5.69035945432406,0.0,0.734375,0.77,0.98,0.5929,0.7546,0.9603999999999999,0.07469999999999999,,5.0
1644,0.83,1.0,5.0,224.0,5.0,0.0,1.0,0.0,technical,low,124.0,5.41610040220442,0.8131868131868131,1.0,0.11,0.85,0.0121,0.0935,0.7224999999999999,0.83,,5.0
1645,0.11,0.78,6.0,281.0,4.0,0.0,1.0,0.0,technical,low,161.0,5.641907070938114,0.021978021978021983,0.65625,0.87,0.97,0.7569,0.8439,0.9409,0.0858,,4.0
1646,0.1,0.93,7.0,258.0,4.0,0.0,1.0,0.0,technical,low,118.0,5.556828061699537,0.010989010989011005,0.890625,0.1,0.88,0.010000000000000002,0.08800000000000001,0.7744,0.09300000000000001,,4.0
1647,0.42,0.55,2.0,150.0,3.0,0.0,1.0,0.0,technical,low,110.0,5.017279836814924,0.36263736263736257,0.2968750000000001,0.1,0.89,0.010000000000000002,0.08900000000000001,0.7921,0.231,,3.0
1648,0.1,0.97,7.0,282.0,4.0,0.0,1.0,0.0,technical,low,142.0,5.645446897643238,0.010989010989011005,0.953125,0.09,0.9,0.0081,0.081,0.81,0.097,,4.0
1649,0.38,0.51,2.0,138.0,3.0,0.0,1.0,0.0,technical,low,98.0,4.9344739331306915,0.31868131868131866,0.234375,0.84,0.85,0.7055999999999999,0.714,0.7224999999999999,0.1938,,3.0
1650,0.77,0.98,4.0,238.0,6.0,0.0,1.0,0.0,support,low,158.0,5.476463551931511,0.7472527472527472,0.96875,0.11,0.86,0.0121,0.0946,0.7395999999999999,0.7546,,6.0
1651,0.11,0.85,7.0,244.0,4.0,0.0,1.0,0.0,support,low,104.0,5.501258210544727,0.021978021978021983,0.765625,0.81,0.97,0.6561000000000001,0.7857000000000001,0.9409,0.0935,,4.0
1652,0.87,0.97,5.0,250.0,6.0,0.0,1.0,0.0,support,low,150.0,5.5254529391317835,0.8571428571428571,0.953125,0.77,0.85,0.5929,0.6545,0.7224999999999999,0.8439,,6.0
1653,0.1,0.88,7.0,282.0,4.0,0.0,1.0,0.0,support,low,142.0,5.645446897643238,0.010989010989011005,0.8125,0.42,0.47,0.17639999999999997,0.1974,0.22089999999999999,0.08800000000000001,,4.0
1654,0.1,0.89,7.0,253.0,4.0,0.0,1.0,0.0,support,low,113.0,5.537334267018537,0.010989010989011005,0.828125,0.36,0.56,0.1296,0.2016,0.31360000000000005,0.08900000000000001,,4.0
1655,0.09,0.9,6.0,256.0,4.0,0.0,1.0,0.0,support,low,136.0,5.54907608489522,0.0,0.84375,0.81,0.83,0.6561000000000001,0.6723,0.6889,0.081,,4.0
1656,0.84,0.85,5.0,260.0,5.0,0.0,1.0,0.0,support,low,160.0,5.564520407322694,0.824175824175824,0.765625,0.37,0.46,0.1369,0.17020000000000002,0.2116,0.714,,5.0
1657,0.11,0.86,6.0,245.0,4.0,0.0,1.0,0.0,support,low,125.0,5.5053315359323625,0.021978021978021983,0.78125,0.1,0.96,0.010000000000000002,0.096,0.9216,0.0946,,4.0
1658,0.81,0.97,5.0,230.0,5.0,0.0,1.0,0.0,support,low,130.0,5.442417710521793,0.7912087912087912,0.953125,0.14,0.55,0.019600000000000003,0.07700000000000001,0.30250000000000005,0.7857000000000001,,5.0
1659,0.77,0.85,5.0,276.0,5.0,0.0,1.0,0.0,support,medium,176.0,5.6240175061873385,0.7472527472527472,0.765625,0.41,0.51,0.16809999999999997,0.20909999999999998,0.2601,0.6545,,5.0
1660,0.42,0.47,2.0,137.0,3.0,0.0,1.0,0.0,support,medium,97.0,4.927253685157205,0.36263736263736257,0.171875,0.44,0.55,0.1936,0.24200000000000002,0.30250000000000005,0.1974,,3.0
1661,0.36,0.56,2.0,140.0,3.0,0.0,1.0,0.0,technical,medium,100.0,4.948759890378168,0.29670329670329665,0.3125000000000001,0.82,0.94,0.6723999999999999,0.7707999999999999,0.8835999999999999,0.2016,,3.0
1662,0.81,0.83,5.0,269.0,6.0,0.0,1.0,0.0,technical,medium,169.0,5.598421958998375,0.7912087912087912,0.734375,0.67,0.54,0.4489000000000001,0.36180000000000007,0.2916,0.6723,,6.0
1663,0.37,0.46,2.0,130.0,3.0,1.0,1.0,0.0,technical,medium,90.0,4.875197323201151,0.30769230769230765,0.15625,0.44,0.57,0.1936,0.25079999999999997,0.32489999999999997,0.17020000000000002,,3.0
1664,0.1,0.96,6.0,264.0,4.0,0.0,1.0,0.0,management,medium,144.0,5.579729825986222,0.010989010989011005,0.9375,0.42,0.54,0.17639999999999997,0.2268,0.2916,0.096,,4.0
1665,0.14,0.55,6.0,175.0,5.0,0.0,1.0,0.0,IT,medium,55.0,5.170483995038151,0.05494505494505497,0.2968750000000001,0.84,0.83,0.7055999999999999,0.6971999999999999,0.6889,0.07700000000000001,,5.0
1666,0.41,0.51,2.0,159.0,3.0,0.0,1.0,0.0,IT,medium,119.0,5.075173815233827,0.35164835164835156,0.234375,0.86,1.0,0.7395999999999999,0.86,1.0,0.20909999999999998,,3.0
1667,0.44,0.55,2.0,128.0,3.0,0.0,1.0,1.0,IT,medium,88.0,4.859812404361672,0.3846153846153846,0.2968750000000001,0.56,0.86,0.31360000000000005,0.48160000000000003,0.7395999999999999,0.24200000000000002,,2.0
1668,0.82,0.94,5.0,232.0,5.0,1.0,1.0,0.0,IT,medium,132.0,5.4510384535657,0.802197802197802,0.90625,0.09,0.93,0.0081,0.0837,0.8649000000000001,0.7707999999999999,,5.0
1669,0.67,0.54,3.0,166.0,5.0,0.0,1.0,0.0,IT,medium,106.0,5.117993812416755,0.6373626373626373,0.28125,0.1,0.81,0.010000000000000002,0.08100000000000002,0.6561000000000001,0.36180000000000007,,5.0
1670,0.44,0.57,2.0,141.0,3.0,0.0,1.0,0.0,product_mng,medium,101.0,4.955827057601261,0.3846153846153846,0.3281249999999999,0.39,0.54,0.1521,0.2106,0.2916,0.25079999999999997,,3.0
1671,0.42,0.54,2.0,143.0,3.0,0.0,1.0,0.0,product_mng,high,103.0,4.969813299576001,0.36263736263736257,0.28125,0.75,0.89,0.5625,0.6675,0.7921,0.2268,,3.0
1672,0.84,0.83,4.0,239.0,5.0,0.0,1.0,0.0,product_mng,low,159.0,5.480638923341991,0.824175824175824,0.734375,0.43,0.55,0.18489999999999998,0.23650000000000002,0.30250000000000005,0.6971999999999999,,5.0
1673,0.86,1.0,4.0,232.0,5.0,0.0,1.0,0.0,product_mng,medium,152.0,5.4510384535657,0.846153846153846,1.0,0.09,0.96,0.0081,0.08639999999999999,0.9216,0.86,,5.0
1674,0.56,0.86,5.0,252.0,2.0,0.0,1.0,0.0,IT,medium,152.0,5.53338948872752,0.5164835164835165,0.78125,0.83,0.94,0.6889,0.7801999999999999,0.8835999999999999,0.48160000000000003,,2.0
1675,0.09,0.93,6.0,255.0,4.0,0.0,1.0,0.0,RandD,medium,135.0,5.545177444479562,0.0,0.890625,0.59,1.0,0.34809999999999997,0.59,1.0,0.0837,,4.0
1676,0.1,0.81,7.0,270.0,4.0,0.0,1.0,0.0,RandD,medium,130.0,5.602118820879701,0.010989010989011005,0.703125,0.44,0.54,0.1936,0.2376,0.2916,0.08100000000000002,,4.0
1677,0.39,0.54,2.0,149.0,3.0,0.0,1.0,0.0,RandD,low,109.0,5.0106352940962555,0.32967032967032966,0.28125,0.38,0.49,0.1444,0.1862,0.24009999999999998,0.2106,,3.0
1678,0.75,0.89,5.0,276.0,5.0,0.0,1.0,0.0,RandD,low,176.0,5.6240175061873385,0.7252747252747253,0.828125,0.76,0.98,0.5776,0.7448,0.9603999999999999,0.6675,,5.0
1679,0.43,0.55,2.0,159.0,3.0,0.0,1.0,0.0,RandD,low,119.0,5.075173815233827,0.3736263736263736,0.2968750000000001,0.22,0.86,0.0484,0.1892,0.7395999999999999,0.23650000000000002,,3.0
1680,0.09,0.96,7.0,274.0,5.0,0.0,1.0,0.0,marketing,low,134.0,5.616771097666572,0.0,0.9375,0.4,0.46,0.16000000000000003,0.18400000000000002,0.2116,0.08639999999999999,,5.0
1681,0.83,0.94,4.0,264.0,5.0,0.0,1.0,0.0,sales,low,184.0,5.579729825986222,0.8131868131868131,0.90625,0.41,0.48,0.16809999999999997,0.19679999999999997,0.2304,0.7801999999999999,,5.0
1682,0.59,1.0,3.0,156.0,4.0,0.0,1.0,0.0,accounting,low,96.0,5.056245805348308,0.5494505494505494,1.0,0.38,0.51,0.1444,0.1938,0.2601,0.59,,4.0
1683,0.44,0.54,2.0,135.0,3.0,0.0,1.0,0.0,support,low,95.0,4.912654885736052,0.3846153846153846,0.28125,0.45,0.68,0.2025,0.30600000000000005,0.4624000000000001,0.2376,,3.0
1684,0.38,0.49,2.0,128.0,3.0,0.0,1.0,0.0,technical,low,88.0,4.859812404361672,0.31868131868131866,0.203125,0.39,0.56,0.1521,0.21840000000000004,0.31360000000000005,0.1862,,3.0
1685,0.76,0.98,5.0,242.0,5.0,0.0,1.0,0.0,management,low,142.0,5.493061443340548,0.7362637362637362,0.96875,0.45,0.47,0.2025,0.2115,0.22089999999999999,0.7448,,5.0
1686,0.22,0.86,4.0,293.0,3.0,0.0,1.0,0.0,marketing,low,213.0,5.683579767338681,0.14285714285714285,0.78125,0.42,0.53,0.17639999999999997,0.2226,0.28090000000000004,0.1892,,3.0
1687,0.4,0.46,2.0,141.0,3.0,0.0,1.0,0.0,marketing,low,101.0,4.955827057601261,0.34065934065934067,0.15625,0.1,0.87,0.010000000000000002,0.08700000000000001,0.7569,0.18400000000000002,,3.0
1688,0.41,0.48,2.0,155.0,3.0,0.0,1.0,0.0,marketing,low,115.0,5.049856007249537,0.35164835164835156,0.1875,0.78,0.96,0.6084,0.7488,0.9216,0.19679999999999997,,3.0
1689,0.38,0.51,2.0,141.0,3.0,0.0,1.0,0.0,sales,low,101.0,4.955827057601261,0.31868131868131866,0.234375,0.1,0.87,0.010000000000000002,0.08700000000000001,0.7569,0.1938,,3.0
1690,0.45,0.68,4.0,212.0,4.0,1.0,1.0,0.0,sales,low,132.0,5.3612921657094255,0.3956043956043956,0.5,0.1,0.8,0.010000000000000002,0.08000000000000002,0.6400000000000001,0.30600000000000005,,4.0
1691,0.39,0.56,2.0,160.0,3.0,0.0,1.0,0.0,sales,low,120.0,5.081404364984463,0.32967032967032966,0.3125000000000001,0.43,0.46,0.18489999999999998,0.1978,0.2116,0.21840000000000004,,3.0
1692,0.45,0.47,2.0,150.0,3.0,0.0,1.0,0.0,sales,low,110.0,5.017279836814924,0.3956043956043956,0.171875,0.38,0.45,0.1444,0.171,0.2025,0.2115,,3.0
1693,0.42,0.53,2.0,132.0,3.0,1.0,1.0,0.0,sales,low,92.0,4.890349128221754,0.36263736263736257,0.265625,0.09,0.77,0.0081,0.0693,0.5929,0.2226,,3.0
1694,0.1,0.87,6.0,248.0,4.0,0.0,1.0,0.0,sales,low,128.0,5.517452896464707,0.010989010989011005,0.796875,0.39,0.53,0.1521,0.20670000000000002,0.28090000000000004,0.08700000000000001,,4.0
1695,0.78,0.96,5.0,272.0,5.0,0.0,1.0,0.0,sales,low,172.0,5.60947179518496,0.7582417582417582,0.9375,0.73,0.99,0.5328999999999999,0.7227,0.9801,0.7488,,5.0
1697,0.1,0.87,7.0,299.0,4.0,0.0,1.0,0.0,sales,low,159.0,5.703782474656201,0.010989010989011005,0.796875,0.1,0.91,0.010000000000000002,0.09100000000000001,0.8281000000000001,0.08700000000000001,,4.0
1698,0.1,0.8,6.0,292.0,4.0,0.0,1.0,0.0,sales,medium,172.0,5.680172609017068,0.010989010989011005,0.6875,0.41,0.54,0.16809999999999997,0.2214,0.2916,0.08000000000000002,,4.0
1699,0.43,0.46,2.0,126.0,3.0,0.0,1.0,0.0,sales,medium,86.0,4.844187086458591,0.3736263736263736,0.15625,0.43,0.51,0.18489999999999998,0.2193,0.2601,0.1978,,3.0
1700,0.38,0.45,2.0,132.0,3.0,0.0,1.0,0.0,sales,medium,92.0,4.890349128221754,0.31868131868131866,0.140625,0.79,0.96,0.6241000000000001,0.7584,0.9216,0.171,,3.0
1701,0.09,0.77,6.0,282.0,5.0,0.0,1.0,0.0,sales,medium,162.0,5.645446897643238,0.0,0.640625,0.1,0.81,0.010000000000000002,0.08100000000000002,0.6561000000000001,0.0693,,5.0
1702,0.39,0.53,2.0,141.0,3.0,0.0,1.0,0.0,sales,medium,101.0,4.955827057601261,0.32967032967032966,0.265625,0.11,0.97,0.0121,0.1067,0.9409,0.20670000000000002,,3.0
1703,0.73,0.99,6.0,206.0,5.0,0.0,1.0,0.0,sales,medium,86.0,5.332718793265369,0.7032967032967032,0.984375,0.42,0.5,0.17639999999999997,0.21,0.25,0.7227,,5.0
1704,0.38,0.49,2.0,140.0,3.0,0.0,1.0,0.0,sales,medium,100.0,4.948759890378168,0.31868131868131866,0.203125,0.36,0.51,0.1296,0.18359999999999999,0.2601,0.1862,,3.0
1705,0.1,0.91,6.0,255.0,4.0,0.0,1.0,0.0,sales,medium,135.0,5.545177444479562,0.010989010989011005,0.859375,0.63,0.93,0.39690000000000003,0.5859000000000001,0.8649000000000001,0.09100000000000001,,4.0
1706,0.41,0.54,2.0,133.0,3.0,0.0,1.0,0.0,sales,medium,93.0,4.897839799950911,0.35164835164835156,0.28125,0.41,0.56,0.16809999999999997,0.2296,0.31360000000000005,0.2214,,3.0
1707,0.43,0.51,2.0,131.0,3.0,0.0,1.0,0.0,sales,medium,91.0,4.882801922586371,0.3736263736263736,0.234375,0.36,0.46,0.1296,0.1656,0.2116,0.2193,,3.0
1708,0.79,0.96,4.0,257.0,5.0,0.0,1.0,0.0,accounting,medium,177.0,5.552959584921617,0.7692307692307692,0.9375,0.1,0.9,0.010000000000000002,0.09000000000000001,0.81,0.7584,,5.0
1709,0.1,0.81,6.0,269.0,4.0,0.0,1.0,0.0,accounting,medium,149.0,5.598421958998375,0.010989010989011005,0.703125,0.11,0.96,0.0121,0.1056,0.9216,0.08100000000000002,,4.0
1710,0.11,0.97,6.0,254.0,4.0,0.0,1.0,0.0,accounting,high,134.0,5.541263545158426,0.021978021978021983,0.953125,0.44,0.54,0.1936,0.2376,0.2916,0.1067,,4.0
1711,0.42,0.5,2.0,143.0,3.0,0.0,1.0,0.0,hr,low,103.0,4.969813299576001,0.36263736263736257,0.21875,0.77,0.96,0.5929,0.7392,0.9216,0.21,,3.0
1712,0.36,0.51,2.0,157.0,3.0,0.0,1.0,0.0,hr,medium,117.0,5.062595033026967,0.29670329670329665,0.234375,0.91,1.0,0.8281000000000001,0.91,1.0,0.18359999999999999,,3.0
1713,0.63,0.93,5.0,163.0,3.0,0.0,1.0,0.0,hr,medium,63.0,5.099866427824199,0.5934065934065933,0.890625,0.26,0.46,0.06760000000000001,0.11960000000000001,0.2116,0.5859000000000001,,3.0
1714,0.41,0.56,2.0,133.0,3.0,0.0,1.0,0.0,hr,medium,93.0,4.897839799950911,0.35164835164835156,0.3125000000000001,0.81,0.93,0.6561000000000001,0.7533000000000001,0.8649000000000001,0.2296,,3.0
1715,0.36,0.46,2.0,157.0,3.0,0.0,1.0,0.0,technical,medium,117.0,5.062595033026967,0.29670329670329665,0.15625,0.11,0.87,0.0121,0.0957,0.7569,0.1656,,3.0
1716,0.1,0.9,6.0,301.0,5.0,0.0,1.0,0.0,technical,low,181.0,5.71042701737487,0.010989010989011005,0.84375,0.92,0.89,0.8464,0.8188000000000001,0.7921,0.09000000000000001,,5.0
1717,0.11,0.96,6.0,310.0,4.0,0.0,1.0,0.0,technical,low,190.0,5.739792912179234,0.021978021978021983,0.9375,0.1,0.86,0.010000000000000002,0.08600000000000001,0.7395999999999999,0.1056,,4.0
1718,0.44,0.54,2.0,133.0,3.0,0.0,1.0,0.0,technical,low,93.0,4.897839799950911,0.3846153846153846,0.28125,0.45,0.51,0.2025,0.2295,0.2601,0.2376,,3.0
1719,0.77,0.96,5.0,249.0,6.0,0.0,1.0,0.0,technical,low,149.0,5.521460917862246,0.7472527472527472,0.9375,0.11,0.94,0.0121,0.10339999999999999,0.8835999999999999,0.7392,,6.0
1720,0.91,1.0,4.0,251.0,6.0,0.0,1.0,0.0,technical,low,171.0,5.529429087511423,0.901098901098901,1.0,0.23,0.7,0.0529,0.161,0.48999999999999994,0.91,,6.0
1721,0.26,0.46,2.0,242.0,3.0,0.0,1.0,0.0,technical,low,202.0,5.493061443340548,0.18681318681318682,0.15625,0.86,0.95,0.7395999999999999,0.817,0.9025,0.11960000000000001,,3.0
1722,0.81,0.93,5.0,265.0,6.0,0.0,1.0,0.0,technical,low,165.0,5.583496308781699,0.7912087912087912,0.890625,0.44,0.55,0.1936,0.24200000000000002,0.30250000000000005,0.7533000000000001,,6.0
1723,0.11,0.87,6.0,280.0,4.0,0.0,1.0,0.0,technical,low,160.0,5.638354669333745,0.021978021978021983,0.796875,0.41,0.56,0.16809999999999997,0.2296,0.31360000000000005,0.0957,,4.0
1724,0.92,0.89,4.0,241.0,5.0,0.0,1.0,0.0,technical,low,161.0,5.488937726156687,0.9120879120879121,0.828125,0.84,0.97,0.7055999999999999,0.8148,0.9409,0.8188000000000001,,5.0
1725,0.1,0.86,5.0,253.0,4.0,0.0,1.0,0.0,technical,low,153.0,5.537334267018537,0.010989010989011005,0.78125,0.42,0.52,0.17639999999999997,0.2184,0.27040000000000003,0.08600000000000001,,4.0
1726,0.45,0.51,2.0,137.0,3.0,0.0,1.0,0.0,support,low,97.0,4.927253685157205,0.3956043956043956,0.234375,0.11,0.88,0.0121,0.0968,0.7744,0.2295,,3.0
1727,0.11,0.94,6.0,266.0,4.0,0.0,1.0,0.0,support,low,146.0,5.58724865840025,0.021978021978021983,0.90625,0.38,0.46,0.1444,0.1748,0.2116,0.10339999999999999,,4.0
1728,0.23,0.7,5.0,168.0,4.0,0.0,1.0,0.0,support,low,68.0,5.1298987149230735,0.15384615384615385,0.53125,0.11,0.96,0.0121,0.1056,0.9216,0.161,,4.0
1729,0.86,0.95,4.0,270.0,5.0,0.0,1.0,0.0,support,low,190.0,5.602118820879701,0.846153846153846,0.921875,0.1,0.83,0.010000000000000002,0.083,0.6889,0.817,,5.0
1730,0.44,0.55,2.0,141.0,3.0,0.0,1.0,0.0,support,low,101.0,4.955827057601261,0.3846153846153846,0.2968750000000001,0.86,0.88,0.7395999999999999,0.7568,0.7744,0.24200000000000002,,3.0
1731,0.41,0.56,2.0,133.0,3.0,0.0,1.0,0.0,support,low,93.0,4.897839799950911,0.35164835164835156,0.3125000000000001,0.91,1.0,0.8281000000000001,0.91,1.0,0.2296,,3.0
